DATAFLOW;LAST UPDATE;freq;density;unit;age;fruitvar;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;FI;2007;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;FI;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;FR;2002;9038.77;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;FR;2007;6706.57;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;FR;2012;5024.6;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;FR;2017;5249.75;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;HR;2012;554.00;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;HU;2007;2812.11;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;HU;2012;2426.31;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;HU;2017;2334.71;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;IE;2007;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;IE;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;IT;2002;38419.7;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;IT;2007;32075.2;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;IT;2012;30182.51;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;IT;2017;28623.15;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;LT;2007;31.V;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;LT;2012;38.69;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;LU;2002;66.55;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;LU;2007;VII.88;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;LU;2012;18;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;LV;2007;257.5;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;LV;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;MT;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;NL;2002;5841.04;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;NL;2007;7030.08;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;NL;2012;8168.55;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;NL;2017;9741.74;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;PL;2007;7048.05;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;PL;2012;5883.86;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;PL;2017;5031.73;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;PT;2002;10034.5;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;PT;2007;9228.38;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;PT;2012;9216.57;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;PT;2017;10305.92;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;RO;2007;4833.59;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;RO;2012;3216.99;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;RO;2017;3231.29;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;RS;2017;5734.00;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;SE;2002;172.39;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;SE;2007;122.15;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;SE;2012;196.24;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;SI;2007;196.29;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;SI;2012;212.6;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;SK;2007;147.55;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;SK;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;UK;2002;2040.87;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;UK;2007;1536.22;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;UK;2012;1471.52;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PED;UK;2017;1498.59;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;BG;2012;0.00;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;CZ;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;DE;2012;572.04;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;DE;2017;680.38;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;DK;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;EE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;ES;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;EU27_2020;2017;680.38;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;EU28;2017;680.38;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;FI;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;FR;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;HR;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;IE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;LT;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;LU;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;LV;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;MT;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;NL;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;RO;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;SE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;PEI;SK;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;AT;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;BE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;BG;2012;0.00;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;CY;2012;1163.22;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;CY;2017;933.11;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;CZ;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;DE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;DK;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;EE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;EL;2012;5775.47;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;EL;2017;6464.40;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;ES;2012;103082.56;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;ES;2017;99989.37;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;EU27_2020;2017;139594.86;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;EU28;2012;146613.95;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;EU28;2017;139594.86;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;FI;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;FR;2012;2024.03;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;FR;2017;1748.79;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;HR;2012;1474.9;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;HR;2017;1721.78;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;HU;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;IE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;IT;2012;31132.81;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;IT;2017;26716.86;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;LT;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;LU;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;LV;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;MT;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;NL;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;PL;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;PT;2012;1960.94;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;PT;2017;2020.54;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;RO;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;SE;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;SI;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;SK;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;SCF;UK;2012;0;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;AT;2012;9504.20;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;AT;2017;9518.49;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;BE;2012;14715.79;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;BE;2017;14730.00;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;BG;2012;13074.48;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;BG;2017;14937.25;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;CY;2012;14691.04;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;CY;2017;14076.63;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;CZ;2012;13911.23;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;CZ;2017;9840.91;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;DE;2012;33098.72;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;DE;2017;36117.84;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;DK;2012;1710.20;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;DK;2017;1627.52;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;EE;2012;600;e
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;EL;2012;791251.28;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;EL;2017;761266.90;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;ES;2012;2922447.78;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;ES;2017;2941143.04;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;EU27_2020;2017;5940618.87;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;EU28;2017;5947860.54;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;FI;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;FR;2012;90579.82;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;FR;2017;85177.30;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;HR;2012;22948.81;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;HR;2017;23191.73;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;HU;2012;35503.48;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;HU;2017;36291.48;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;IE;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;IT;2012;1431988.15;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;IT;2017;1389829.43;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;LT;2012;1401.10;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;LT;2017;1511.60;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;LU;2012;57;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;LV;2012;2390.50;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;LV;2017;3191.10;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;MT;2012;;z
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;NL;2012;16116.60;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;NL;2017;16691.33;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;PL;2012;150992.90;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;PL;2017;167314.99;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;PT;2012;346829.51;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;PT;2017;338746.92;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;RO;2012;64261.50;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;RO;2017;67840.29;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;RS;2017;43962.00;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;SE;2012;1690.34;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;SE;2017;1655.28;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;SI;2012;2701.93;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;SI;2017;3597.43;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;SK;2012;3781.58;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;SK;2017;2321.44;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;UK;2012;6867.92;
ESTAT:ORCH_TOTAL(1.0);20.03.2019 23:00;A;TOTAL;HA;TOTAL;TOTAL;UK;2017;7241.67;
